4976,1016,2,1,5,409
2125,2016,1,8257537,6,434
6781,2202,0,1,0,239
4977,1016,3,1,4,303
4978,1016,4,1,9,570
6782,2202,3,1,0,253
4979,1016,5,1,7,409
4980,1018,0,1,2,131
4981,1018,1,1,2,197
4982,1018,2,1,3,197
2657,2016,3,8257537,4,288
4983,1018,3,1,2,147
4984,1018,4,1,4,242
2874,2016,4,8257537,7,434
6785,2205,0,1,0,192
4985,1018,5,1,5,324
1460,3000,0,8257537,3,310
6787,2205,3,1,0,195
4986,1201,0,1,1,117
2654,3000,1,8257537,8,632
4987,1201,1,1,2,148
4988,1201,3,1,1,139
2668,3000,3,8257537,4,313
4989,1201,4,1,2,149
4990,1202,1,1,3,210
2877,3000,4,8257537,7,620
1288,3001,0,8257537,4,389
4991,1202,4,1,3,205
6636,1202,5,1,4,215
2080,3001,1,8257537,4,428
7625,1203,0,1,1,57
2413,3001,2,8257537,4,453
2683,3001,3,8257537,4,391
4992,1203,1,1,2,80
4993,1203,2,1,3,96
2690,3001,4,8257537,4,450
7626,1203,3,1,1,99
4994,1203,4,1,2,115
4995,1204,0,1,4,254
4996,1204,1,1,6,280
990,3004,0,8257537,5,437
4997,1204,2,1,8,446
4998,1204,3,1,7,415
2455,3004,1,8257537,8,555
4999,1204,4,1,8,417
5000,1204,5,1,10,476
1792,3004,2,8257537,9,786
5001,1205,1,1,4,276
6637,1205,2,1,5,247
2900,3004,3,8257537,5,437
2473,3004,4,8257537,12,952
5002,1205,4,1,6,307
6638,1205,5,1,6,247
2272,3004,5,8257537,12,1226
5003,1206,1,1,2,155
5004,1206,4,1,4,252
5005,1207,0,1,1,96
5006,1207,1,1,2,96
5007,1207,2,1,3,192
5008,1207,3,1,1,123
5009,1207,4,1,2,123
5010,1207,5,1,5,246
5011,1208,0,1,2,170
5012,1208,1,1,2,176
5013,1208,2,1,3,184
5014,1208,3,1,2,199
5015,1208,4,1,7,211
5016,1209,1,1,3,153
5017,1209,4,1,4,176
5018,1210,1,1,1,62
6639,1210,2,1,3,139
5019,1210,4,1,1,62
6640,1210,5,1,4,141
5020,1211,1,1,4,169
6641,1211,4,1,4,227
5021,1212,0,1,2,156
5022,1212,1,1,3,164
5023,1212,2,1,3,164
5024,1212,3,1,2,204
5025,1212,4,1,3,224
5026,1213,0,1,4,352
5027,1213,1,1,5,393
5028,1213,3,1,4,398
779,3005,0,8257537,5,395
5029,1213,4,1,6,407
5030,1214,0,1,3,254
5031,1214,1,1,4,268
5032,1214,2,1,5,356
5033,1214,3,1,2,306
5034,1214,4,1,4,310
5035,1214,5,1,5,329
5036,1215,1,1,4,220
5037,1215,4,1,6,232
5038,1216,0,1,2,157
5039,1216,1,1,3,171
534,3005,1,8257537,7,624
2199,3005,2,8257537,11,880
5040,1216,2,1,3,171
2782,3005,3,8257537,7,680
2901,3005,4,8257537,10,875
5041,1216,3,1,2,173
1076,3005,5,8257537,12,1136
5042,1216,4,1,4,177
6642,1217,1,1,8,353
6643,1217,2,1,9,456
6644,1217,4,1,9,508
6645,1217,5,1,10,575
2248,3006,0,8257537,4,434
5043,1218,1,1,5,308
6646,1218,2,1,7,357
2571,3006,1,8257537,6,611
5044,1218,4,1,4,329
6647,1218,5,1,9,376
2446,3006,2,8257537,7,645
5045,1219,1,1,1,139
5046,1219,4,1,3,217
5047,1220,1,1,2,194
5048,1220,4,1,4,352
5049,1401,1,1,3,190
2902,3006,3,8257537,4,478
5050,1401,4,1,4,223
5051,1402,1,1,4,318
2903,3006,4,8257537,6,611
5052,1402,4,1,5,341
5053,2001,0,1,2,249
2904,3006,5,8257537,6,645
5054,2001,1,1,3,331
5055,2001,3,1,2,275
1421,3007,0,8257537,3,273
5056,2001,4,1,4,337
5057,2004,0,1,5,366
1036,3007,1,8257537,8,498
5058,2004,1,1,8,623
1863,3007,2,8257537,8,508
778,3007,3,8257537,3,274
5059,2004,3,1,5,362
5060,2004,4,1,9,624
2905,3007,4,8257537,8,508
5061,2007,0,1,4,370
5062,2007,1,1,5,438
5063,2007,3,1,4,392
5064,2007,4,1,5,447
5065,2009,0,1,4,271
5066,2009,1,1,6,338
7627,3201,0,1,3,0
5067,2009,3,1,4,271
7628,3201,3,1,3,0
5068,2009,4,1,6,340
5069,2010,0,1,2,276
5070,2010,1,1,4,336
5071,2010,3,1,2,284
5072,2010,4,1,4,428
368,3008,0,8257537,5,387
5078,2013,0,1,4,323
5079,2013,1,1,5,398
225,3008,1,8257537,8,588
1395,3008,2,8257537,11,889
5080,2013,3,1,4,330
2906,3008,3,8257537,5,430
391,3008,4,8257537,8,599
5081,2013,4,1,5,407
1417,3008,5,8257537,11,870
5082,2014,0,1,3,328
5083,2014,1,1,5,457
5084,2014,2,1,6,479
5085,2014,3,1,4,326
5086,2014,4,1,9,602
5087,2201,0,1,4,426
5088,2201,1,1,5,525
5089,2201,3,1,5,479
5090,2201,4,1,9,693
5091,2202,1,1,3,239
5092,2202,2,1,4,250
5093,2202,4,1,3,253
5094,2202,5,1,4,254
5095,2203,0,1,2,268
5096,2203,1,1,3,268
5097,2203,3,1,2,270
5098,2203,4,1,3,270
7646,2204,0,1,2,251
7647,2204,1,1,3,357
7648,2204,2,1,4,437
7649,2204,3,1,2,252
7650,2204,4,1,3,358
7651,2204,5,1,4,438
5099,2205,1,1,2,192
5100,2205,4,1,2,195
5101,2206,0,1,3,293
5102,2206,1,1,4,324
5103,2206,3,1,3,293
5104,2206,4,1,4,325
5105,2207,1,1,3,243
6648,2207,2,1,4,295
6649,2207,4,1,3,288
2486,3009,0,8257537,4,424
6684,2208,1,1,1,138
6685,2208,2,1,3,206
1847,3009,1,8257537,5,525
6686,2208,4,1,1,139
6687,2208,5,1,3,208
2306,3009,2,8257537,7,643
5108,2209,0,1,2,220
5109,2209,1,1,3,230
2907,3009,3,8257537,4,398
5110,2209,3,1,3,323
7629,3212,0,1,2,0
2908,3009,4,8257537,5,525
5111,2209,4,1,4,339
7630,3212,3,1,2,0
2003,3009,5,8257537,7,643
5112,2210,0,1,4,376
5113,2210,1,1,7,640
5114,2210,3,1,5,530
5115,2210,4,1,11,911
5116,2211,1,1,2,287
2488,3010,0,8257537,4,414
6652,2211,2,1,3,318
5117,2211,4,1,2,316
6653,2211,5,1,3,320
5118,2212,0,1,4,488
5119,2212,1,1,5,659
2570,3010,1,8257537,6,663
5120,2212,2,1,7,691
5121,2212,3,1,5,482
111,3010,2,8257537,8,848
5122,2212,4,1,8,753
5123,3002,0,1,4,345
2658,3010,3,8257537,4,412
5124,3002,1,1,6,598
5125,3002,2,1,7,614
5126,3002,3,1,4,342
5127,3002,4,1,5,589
5128,3002,5,1,6,604
5129,3003,0,1,5,463
5130,3003,1,1,6,692
5131,3003,2,1,7,718
5132,3003,3,1,6,588
5133,3003,4,1,8,729
5134,3014,0,1,4,338
2266,3010,4,8257537,11,1043
5135,3014,1,1,5,462
5136,3014,2,1,5,465
5137,3014,3,1,4,439
5138,3014,4,1,5,462
5139,3014,5,1,5,465
5140,3015,0,1,3,293
5141,3015,1,1,5,428
5142,3015,3,1,2,292
5143,3015,4,1,5,426
5144,3016,0,1,3,300
5145,3016,1,1,4,441
5146,3016,2,1,5,445
5147,3016,3,1,4,406
5148,3016,4,1,5,439
1334,3010,5,8257537,11,1090
5149,3017,0,1,4,438
5150,3017,1,1,6,567
2498,3011,0,8257537,4,372
5151,3017,2,1,6,658
5152,3017,3,1,3,406
5153,3017,4,1,6,572
5154,3017,5,1,6,645
5155,3018,0,1,4,408
5156,3018,1,1,5,575
5157,3018,2,1,5,581
5158,3018,3,1,4,465
2581,3011,1,8257537,6,610
5159,3018,4,1,6,577
5160,3201,1,1,4,413
1253,3011,2,8257537,7,629
5161,3201,4,1,4,485
5162,3202,0,1,3,218
2909,3011,3,8257537,4,413
5163,3202,1,1,4,309
5164,3202,2,1,5,333
668,3011,4,8257537,7,628
5165,3202,3,1,3,218
5166,3202,4,1,4,331
5167,3203,0,1,4,382
5168,3203,1,1,5,568
5169,3203,3,1,4,467
621,3012,0,8257537,1,141
5170,3203,4,1,6,568
5171,3204,0,1,3,422
5172,3204,1,1,4,489
5173,3204,2,1,6,597
5174,3204,3,1,5,525
5175,3204,4,1,7,620
5176,3205,0,1,1,168
5177,3205,1,1,3,416
5178,3205,3,1,1,170
5179,3205,4,1,3,414
5180,3206,0,1,2,290
816,3012,1,8257537,2,198
5181,3206,1,1,3,335
5182,3206,3,1,3,294
2632,3012,3,8257537,1,151
5183,3206,4,1,4,362
5184,3207,0,1,2,268
2212,3012,4,8257537,2,199
5185,3207,1,1,3,328
5186,3207,3,1,1,257
2829,3013,0,8257537,7,618
5187,3207,4,1,3,328
5188,3208,0,1,3,292
922,3013,1,8257537,10,900
5189,3208,1,1,5,377
5190,3208,2,1,6,436
5191,3208,3,1,4,411
5192,3208,4,1,6,466
5193,3209,0,1,3,326
2910,3013,3,8257537,8,624
5194,3209,1,1,4,432
5195,3209,2,1,6,522
1415,3013,4,8257537,10,900
5196,3209,3,1,3,333
5197,3209,4,1,5,442
2882,4000,0,8257537,5,353
5198,3209,5,1,7,522
5199,3210,0,1,3,390
2627,4000,1,8257537,8,528
5200,3210,1,1,4,528
5201,3210,2,1,4,552
1532,4000,2,8257537,10,726
5202,3210,3,1,3,406
5203,3210,4,1,4,510
5204,3210,5,1,5,549
5205,3211,0,1,5,633
5206,3211,1,1,8,954
2911,4000,3,8257537,4,351
5207,3211,3,1,7,831
5208,3211,4,1,8,968
5209,3212,1,1,3,247
5210,3212,4,1,3,247
5211,3213,0,1,5,637
5212,3213,1,1,6,729
5213,3213,2,1,6,732
5214,3213,3,1,5,588
5215,3213,4,1,6,719
5216,3213,5,1,6,732
5217,4009,0,1,5,724
5218,4009,1,1,8,952
5219,4009,2,1,9,1196
5220,4009,3,1,6,630
5221,4009,4,1,7,1006
5222,4009,5,1,9,1282
5223,4010,0,1,5,410
5224,4010,1,1,8,791
5225,4010,2,1,9,838
7631,4212,2,1,9,0
5226,4010,3,1,4,411
5227,4010,4,1,7,686
7632,4212,5,1,9,0
5228,4010,5,1,7,838
5229,4011,0,1,6,730
5230,4011,1,1,9,918
2912,4000,4,8257537,7,523
5231,4011,2,1,10,1094
5232,4011,3,1,6,702
1546,4000,5,8257537,9,672
5233,4011,4,1,8,913
5234,4011,5,1,10,1077
5235,4013,0,1,5,531
5236,4013,1,1,8,884
5237,4013,2,1,10,1120
5238,4013,3,1,5,530
5239,4013,4,1,10,1117
5240,4013,5,1,11,1295
5241,4018,0,1,4,305
5242,4018,1,1,5,466
5243,4018,3,1,5,402
5244,4018,4,1,8,791
5245,4019,0,1,2,196
5246,4019,1,1,3,256
5247,4019,3,1,1,247
5248,4019,4,1,2,257
5249,4022,0,1,3,315
5250,4022,1,1,5,432
5251,4022,3,1,4,315
5252,4022,4,1,6,432
1345,4001,0,8257537,6,682
5253,4024,0,1,3,264
5254,4024,1,1,4,310
1171,4001,1,8257537,8,935
5255,4024,2,1,4,363
5256,4024,3,1,3,293
1269,4001,2,8257537,10,1218
5257,4024,4,1,4,344
5258,4025,0,1,3,280
2913,4001,3,8257537,6,728
5259,4025,1,1,5,335
5260,4025,2,1,6,382
2652,4001,4,8257537,8,934
5261,4025,3,1,6,472
5262,4025,4,1,11,719
1058,4001,5,8126465,11,1338
5263,4026,0,1,5,343
5264,4026,1,1,6,546
5265,4026,3,1,5,340
5266,4026,4,1,6,542
5267,4028,0,1,5,438
5268,4028,1,1,6,620
5269,4028,2,1,11,873
5270,4028,3,1,5,479
5271,4028,4,1,8,746
5272,4028,5,1,8,826
5279,4202,0,1,4,446
1612,4002,0,8257537,5,538
5280,4202,1,1,6,646
5281,4202,2,1,7,692
5282,4202,3,1,4,445
5283,4202,4,1,7,708
5284,4203,0,1,3,338
5285,4203,1,1,5,526
5286,4203,2,1,7,650
5287,4203,3,1,3,311
5288,4203,4,1,6,546
5289,4203,5,1,8,740
5290,4204,0,1,4,483
603,4002,1,8257537,9,801
5291,4204,1,1,5,555
5292,4204,2,1,8,739
5293,4204,3,1,5,562
5294,4204,4,1,7,752
5295,4204,5,1,10,880
124,4002,2,8257537,10,1014
5296,4205,0,1,4,369
5297,4205,1,1,5,643
5298,4205,3,1,4,300
5299,4205,4,1,5,643
5300,4206,0,1,5,378
2914,4002,3,8257537,6,629
5301,4206,1,1,6,553
5302,4206,2,1,9,655
5303,4206,3,1,4,385
5304,4206,4,1,6,585
5305,4206,5,1,8,646
1594,4002,4,8257537,8,815
5306,4207,0,1,3,230
5307,4207,1,1,4,259
5308,4207,3,1,3,227
5309,4207,4,1,4,261
5310,4208,0,1,3,223
5311,4208,1,1,5,334
5312,4208,3,1,3,258
5313,4208,4,1,4,359
5314,4209,0,1,4,411
5315,4209,1,1,5,573
5316,4209,2,1,6,585
2161,4003,0,8257537,5,474
5317,4209,3,1,4,547
5318,4209,4,1,5,584
5319,4210,0,1,4,332
5320,4210,1,1,5,389
5321,4210,2,1,7,487
5322,4210,3,1,4,327
5323,4210,4,1,5,443
5324,4210,5,1,7,474
5325,4211,0,1,3,325
5326,4211,1,1,5,457
5327,4211,2,1,5,473
5328,4211,3,1,4,453
5329,4211,4,1,7,690
5330,4212,0,1,5,574
2625,4003,1,8257537,7,751
5331,4212,1,1,7,813
5332,4212,3,1,5,688
2247,4003,2,8257537,9,914
5333,4212,4,1,7,822
5334,4213,0,1,3,252
5335,4213,1,1,5,369
5336,4213,3,1,6,369
5337,4213,4,1,12,917
5338,4214,0,1,3,372
5339,4214,1,1,4,444
5340,4214,2,1,5,546
2665,4003,3,8257537,4,405
5341,4214,3,1,5,524
5342,4214,4,1,6,547
2878,4003,4,8257537,7,742
5343,4215,0,1,3,299
5344,4215,1,1,5,438
5345,4215,3,1,4,341
5346,4215,4,1,5,473
5347,4216,0,1,3,443
2687,4003,5,8257537,10,914
5348,4216,1,1,4,481
5349,4216,3,1,7,638
5350,4216,4,1,8,673
5351,5001,0,1,4,410
5352,5001,1,1,5,483
5353,5001,2,1,6,679
5354,5001,3,1,4,472
5355,5001,4,1,8,686
5356,5002,0,1,3,335
5357,5002,1,1,5,626
5358,5002,2,1,7,831
5359,5002,3,1,4,509
5360,5002,4,1,8,953
5361,5002,5,1,10,1267
2346,4004,0,8257537,7,339
5362,5003,0,1,4,440
5363,5003,1,1,6,650
497,4004,1,8257537,9,481
5364,5003,2,1,8,881
5365,5003,3,1,5,660
5366,5003,4,1,8,827
5367,5003,5,1,9,861
5368,5006,0,1,5,363
1864,4004,2,8257537,11,700
5369,5006,1,1,6,512
5370,5006,2,1,7,592
5371,5006,3,1,4,364
5372,5006,4,1,5,501
5373,5006,5,1,9,645
5374,5008,0,1,3,292
5375,5008,1,1,5,573
5376,5008,2,1,7,765
5377,5008,3,1,3,291
5378,5008,4,1,5,515
5379,5008,5,1,9,879
5380,5013,0,1,2,187
5381,5013,1,1,4,409
5382,5013,3,1,3,234
5383,5013,4,1,4,409
5384,5020,0,1,4,378
5385,5020,1,1,6,551
2915,4004,3,8257537,7,339
5386,5020,2,1,8,819
5387,5020,3,1,4,420
1064,4004,4,8257537,11,482
5388,5020,4,1,6,558
5389,5020,5,1,9,696
2269,4004,5,8257537,11,703
5390,5022,0,1,3,283
5391,5022,1,1,4,428
5392,5022,2,1,7,550
5393,5022,3,1,3,283
5394,5022,4,1,4,428
5395,5022,5,1,7,550
5396,5026,0,1,3,339
5397,5026,1,1,7,627
5398,5026,2,1,10,806
5399,5026,3,1,5,346
5400,5026,4,1,8,653
5401,5026,5,1,11,953
5402,5027,0,1,3,308
5403,5027,1,1,3,327
5404,5027,3,1,3,317
5405,5027,4,1,3,327
5406,5201,0,1,4,372
1928,4005,0,8257537,4,264
5407,5201,1,1,6,562
5408,5201,3,1,5,352
5409,5201,4,1,7,579
5410,5202,0,1,4,382
5411,5202,1,1,6,559
2205,4005,1,8257537,5,479
5412,5202,3,1,6,567
5413,5202,4,1,10,799
5414,5203,0,1,4,352
5415,5203,1,1,5,514
1263,4005,2,8126465,9,811
5416,5203,2,1,6,603
5417,5203,3,1,4,362
2520,4005,3,8257537,3,264
5418,5203,4,1,6,494
5419,5203,5,1,7,626
2674,4005,4,8257537,4,477
6654,5204,0,1,5,551
6655,5204,1,1,9,871
6656,5204,2,1,8,817
6657,5204,3,1,6,549
6658,5204,4,1,9,871
1552,4005,5,8126465,9,1010
5420,5205,0,1,3,374
5421,5205,1,1,5,606
5422,5205,2,1,7,781
5423,5205,3,1,4,433
5424,5205,4,1,6,731
791,4006,0,8257537,6,651
5425,5205,5,1,7,806
5426,5206,0,1,3,428
5427,5206,1,1,5,597
5428,5206,2,1,7,813
5429,5206,3,1,5,614
5430,5206,4,1,7,790
5431,5207,0,1,3,327
5432,5207,1,1,4,383
5433,5207,2,1,5,433
5434,5207,3,1,4,338
5435,5207,4,1,6,436
2797,4006,1,8257537,9,968
5436,5208,0,1,4,359
5437,5208,1,1,5,469
5438,5208,2,1,6,508
5439,5208,3,1,6,515
5440,5208,4,1,7,553
5441,5209,0,1,4,496
5442,5209,1,1,5,580
5443,5209,2,1,6,650
1669,4006,2,8257537,10,1158
5444,5209,3,1,5,532
5445,5209,4,1,7,713
1754,4006,3,8257537,6,781
5446,6000,0,1,4,410
5447,6000,1,1,8,698
5448,6000,2,1,8,629
5449,6000,3,1,6,503
5450,6000,4,1,10,723
2179,4006,4,8257537,12,1332
5451,6000,5,1,9,759
5452,6002,0,1,4,411
5453,6002,1,1,5,560
5454,6002,2,1,7,764
5455,6002,3,1,4,496
2474,4006,5,8257537,12,1529
5456,6002,4,1,5,697
5457,6006,0,1,4,387
5458,6006,1,1,5,477
5459,6006,2,1,7,612
5460,6006,3,1,5,553
5461,6006,4,1,7,674
5462,6006,5,1,8,750
5463,6009,0,1,4,416
1504,4007,0,8257537,5,416
5464,6009,1,1,6,779
5465,6009,2,1,8,854
2600,4007,1,8257537,7,703
5466,6009,3,1,5,722
5467,6009,4,1,9,981
5468,6009,5,1,11,1133
5469,6014,0,1,5,521
5470,6014,1,1,8,811
810,4007,2,8257537,8,743
5471,6014,3,1,5,521
5472,6014,4,1,8,811
5473,6017,0,1,4,470
5474,6017,1,1,6,659
5475,6017,2,1,10,1088
5476,6017,3,1,4,470
5477,6017,4,1,6,729
5478,6017,5,1,10,1088
5479,6020,0,1,3,304
5480,6020,1,1,4,403
5481,6020,3,1,3,339
5482,6020,4,1,4,451
5483,6024,0,1,4,381
5484,6024,1,1,5,433
5485,6024,2,1,6,529
5486,6024,3,1,5,461
5487,6024,4,1,7,644
2698,4007,3,8257537,4,411
5488,6025,0,1,6,657
5489,6025,1,1,8,793
5490,6025,2,1,9,969
5491,6025,3,1,5,645
5492,6025,4,1,8,887
2253,4007,4,8257537,11,961
5493,6025,5,1,11,1075
5494,6026,0,1,4,530
5495,6026,1,1,6,730
5496,6026,2,1,8,899
5497,6026,3,1,5,605
2536,4008,0,8257537,5,565
5498,6026,4,1,6,730
5499,6026,5,1,8,926
2071,4008,1,8257537,8,733
1793,4008,2,8257537,9,875
2701,4008,3,8257537,4,503
2916,4008,4,8257537,8,728
7654,6028,2,1,7,833
2270,4008,5,8257537,12,1226
1787,4012,0,8257537,3,270
5500,6030,0,1,3,278
5501,6030,1,1,7,573
2181,4012,1,8257537,4,468
5502,6030,3,1,5,332
5503,6030,4,1,8,564
5504,6201,0,1,4,307
5505,6201,1,1,5,523
5506,6201,2,1,7,681
2566,4012,2,8257537,6,641
7636,8022,5,1,8,0
5507,6201,3,1,4,307
5508,6201,4,1,8,790
5509,6202,0,1,2,260
5510,6202,1,1,3,280
5511,6202,2,1,4,364
5512,6202,3,1,2,285
5513,6202,4,1,3,294
5514,6202,5,1,4,363
5515,6203,0,1,5,627
5516,6203,1,1,7,879
5517,6203,2,1,8,1059
5518,6203,3,1,5,627
5519,6203,4,1,8,893
5520,6203,5,1,9,1101
5521,6204,0,1,4,568
5522,6204,1,1,6,839
5523,6204,2,1,7,940
5524,6204,3,1,4,568
5525,6204,4,1,7,921
5526,6205,0,1,5,657
5527,6205,1,1,6,854
5528,6205,3,1,7,827
5529,6205,4,1,8,901
5530,6206,0,1,4,524
5531,6206,1,1,6,573
2917,4012,3,8257537,4,362
5532,6206,2,1,8,709
5533,6206,3,1,4,458
2918,4012,4,8257537,6,578
5534,6206,4,1,7,768
5535,6206,5,1,10,1159
5536,6207,0,1,4,428
5537,6207,1,1,7,720
5538,6207,2,1,10,917
5539,6207,3,1,5,427
5540,6207,4,1,7,704
5541,6207,5,1,10,917
2919,4012,5,8257537,7,611
5542,6208,0,1,5,541
5543,6208,1,1,9,825
2074,4014,0,8257537,5,515
5544,6208,2,1,9,903
5545,6208,3,1,5,583
5546,6208,4,1,9,887
5547,6209,0,1,5,597
5548,6209,1,1,6,874
2484,4014,1,8257537,6,745
5549,6209,2,1,8,960
5550,6209,3,1,4,597
1682,4014,2,8257537,10,1157
5551,6209,4,1,7,960
5552,6210,0,1,4,471
2920,4014,3,8257537,5,512
5553,6210,1,1,7,688
7635,6210,2,1,7,688
5555,6210,3,1,6,646
5556,6210,4,1,11,979
5557,6211,0,1,2,226
5558,6211,1,1,4,303
5559,6211,3,1,3,272
5560,6211,4,1,5,440
5561,7000,0,1,4,423
5562,7000,1,1,5,649
5563,7000,2,1,7,746
1755,4014,4,8257537,7,745
5564,7000,3,1,4,423
5565,7000,4,1,5,653
5566,7001,0,1,4,409
5567,7001,1,1,7,554
5568,7001,2,1,8,816
1040,4014,5,8257537,10,1156
5569,7001,3,1,5,477
5570,7001,4,1,7,632
5571,7007,0,1,2,208
5572,7007,1,1,4,421
5573,7007,2,1,6,735
5574,7007,3,1,4,521
5575,7007,4,1,5,600
5576,7007,5,1,6,727
5577,7012,0,1,4,425
5578,7012,1,1,5,611
5579,7012,2,1,7,790
1768,4015,0,8257537,3,279
5580,7012,3,1,4,423
5581,7012,4,1,5,611
5582,7015,0,1,3,416
5583,7015,1,1,6,527
5584,7015,2,1,7,606
5585,7015,3,1,6,598
5586,7015,4,1,7,767
5587,7015,5,1,8,940
5588,7017,0,1,5,628
5589,7017,1,1,7,820
5590,7017,3,1,8,785
5591,7017,4,1,10,1013
5592,7019,0,1,5,494
5593,7019,1,1,9,802
5594,7019,2,1,10,807
5595,7019,3,1,4,494
5596,7019,4,1,8,807
5597,7023,0,1,5,500
5598,7023,1,1,8,743
5599,7023,2,1,10,881
5600,7023,3,1,5,576
5601,7023,4,1,8,735
5602,7027,0,1,3,338
5603,7027,1,1,4,388
5604,7027,2,1,7,678
5605,7027,3,1,4,453
5606,7027,4,1,5,657
5607,7027,5,1,7,792
5608,7028,0,1,5,460
5609,7028,1,1,8,793
5610,7028,3,1,4,458
5611,7028,4,1,8,784
5612,7029,0,1,3,396
5613,7029,1,1,5,572
5614,7029,2,1,7,750
1275,4015,1,8257537,4,379
5615,7029,3,1,4,422
5616,7029,4,1,5,580
5617,7030,0,1,5,605
5618,7030,1,1,6,780
5619,7030,2,1,7,865
2480,4015,2,8257537,7,732
5620,7030,3,1,5,616
5621,7030,4,1,6,767
5622,7030,5,1,8,853
5623,7031,0,1,5,453
5624,7031,1,1,7,678
2921,4015,3,8257537,4,330
5625,7031,2,1,8,761
5626,7031,3,1,5,560
5627,7031,4,1,6,609
5628,7031,5,1,8,741
2603,7033,0,917505,5,561
2211,7033,1,917505,6,709
493,7033,2,917505,8,833
3030,7033,3,917505,8,753
3031,7033,4,917505,9,909
5629,7035,0,1,5,442
5630,7035,1,1,6,642
5631,7035,2,1,7,818
5632,7035,3,1,4,442
5633,7035,4,1,6,642
5634,7201,0,1,3,370
5635,7201,1,1,5,557
5636,7201,2,1,6,594
5637,7201,3,1,4,409
5638,7201,4,1,6,564
5639,7202,0,1,5,527
5640,7202,1,1,8,714
5641,7202,3,1,6,570
5642,7202,4,1,7,713
5643,7203,0,1,4,477
5644,7203,1,1,8,708
5645,7203,2,1,10,963
5646,7203,3,1,4,475
5647,7203,4,1,7,668
3052,8007,0,131073,4,422
3053,8007,1,131073,5,572
3054,8007,2,131073,7,824
3055,8007,3,131073,5,602
3056,8007,4,131073,7,695
1929,8010,0,917505,4,444
544,8010,1,917505,5,522
479,8010,2,917505,7,712
2676,8010,3,917505,4,547
2552,8010,4,917505,5,634
3061,8010,5,917505,8,845
5648,8012,0,1,4,465
5649,8012,1,1,7,663
5650,8012,2,1,10,897
5651,8012,3,1,4,482
5652,8012,4,1,6,650
5653,8012,5,1,9,799
5654,8015,0,1,2,232
5655,8015,1,1,6,672
2866,4015,4,8257537,6,529
5656,8015,2,1,7,817
5657,8015,3,1,2,232
5658,8015,4,1,9,781
5659,8015,5,1,10,816
5660,8016,0,1,5,457
2922,4015,5,8257537,8,726
5661,8016,1,1,6,748
5662,8016,2,1,8,855
453,4016,0,8257537,3,271
5663,8016,3,1,5,594
5664,8016,4,1,6,767
